8.643292597,5.151475013,8.990299798,3062.082201,6851.212194,23058.3992,9.161595672,1.61759525,3.234286009,7926.563088,7185.078071,21418.81728,7
10.98575456,6.50863303,6.757046811,4041.9119,4148.86833,18729.38871,8.689657131,5.079682064,7.948540508,6023.127568,5724.491552,18683.29549,6
28.60098782,25.86725829,10.30679494,3284.048229,7245.31123,28300.87352,8.68275638,4.390591204,4.098273852,7851.269256,8932.373643,27903.01633,6
24.17854765,30.82672087,8.695015151,4756.432801,2360.060304,17976.84383,8.620418979,4.909170561,6.969539952,8223.413417,3718.196735,17881.9685,5
16.82111079,7.815568444,16.57034402,6562.136799,2561.950803,23534.81054,18.51451692,3.672652675,19.52804393,9239.665601,1078.36844,21522.31741,5
22.86300129,14.87842296,12.44153956,2138.030887,8980.05756,28079.69522,21.87985121,3.546212195,15.46731169,8066.067569,9548.015971,26528.26643,6
25.27054081,17.95376448,9.009577116,4218.870908,3164.499767,17702.17085,10.97411683,3.351358243,7.537371392,7897.793455,3990.371063,18765.11192,5
27.57657971,8.02669237,17.4016895,4211.081892,2186.331376,21990.79037,8.192551027,9.816109645,11.03891117,7782.135028,1558.360741,20670.39013,5
14.50796948,9.32772936,9.792762087,8074.450582,5794.751629,23607.31006,7.117451869,4.403492629,2.724054642,10028.16017,5764.395706,23348.61183,6
18.70914451,19.95638641,11.66650008,2301.326662,4890.509054,27671.00739,6.671115468,6.456198528,7.150138606,7987.051178,7744.115926,25682.98697,7
17.19670152,19.37945182,10.69382653,1463.388652,3468.1645,28155.56431,5.505054837,6.510585713,4.851089164,8718.551535,7508.318037,24319.13161,7
43.89616825,12.95530999,17.91646655,3904.651523,6509.706102,20743.54243,16.87043469,6.122812531,8.721017494,6069.819075,5223.897174,17516.38794,6
30.45748175,13.96777998,30.42119654,1104.824409,5159.477435,5346.516609,12.8538832,4.701312625,15.27051264,1629.152168,4566.857085,3282.95517,7
48.14751724,10.33536016,26.76872663,3145.611107,4315.397806,7520.721197,6.688558573,4.350004854,6.767632164,4331.867408,3944.462106,7777.384043,6
28.980168,6.690617534,34.30016925,3802.027792,3639.902018,5676.192045,10.02884136,9.605154472,7.889991082,4302.919111,3447.802007,8200.345039,6
9.914899501,10.98302817,10.61854239,948.7797469,5576.284088,3305.142164,9.393191811,3.394073882,11.72289192,1217.071325,4389.787436,2423.523426,6
21.83503847,23.48387131,12.6154688,5891.011506,612.212047,9428.715944,11.67291321,13.71964221,7.909013691,10704.75114,608.0054194,11033.55622,4
12.35770066,10.84924884,9.653484476,6052.755833,1440.58302,15393.34249,14.78949224,6.00865978,8.318565209,8878.962494,1989.582703,17129.37927,6
19.26473566,13.64800152,12.60091455,6887.90077,1351.241052,14680.03893,10.55939574,9.54754161,9.3401709,9125.713371,2005.630508,16957.16143,6
18.58899761,21.14130196,10.58793208,4626.982853,1128.311276,9918.622255,6.829534965,8.602287031,12.45205475,11267.8037,1082.807392,12123.10934,4
16.7302217,14.35531118,14.98034723,2385.117501,6097.565022,10562.8562,38.88452739,4.231300549,11.9650702,6875.271158,5761.991834,8297.016621,5
31.3969273,20.22977388,22.87790058,4562.921256,6269.115575,14340.51609,22.73755778,4.358878397,7.860109576,7549.201729,3775.691062,12760.33068,3
19.69061552,22.37482181,19.37251702,2509.106204,7160.092072,9813.797951,55.15876766,6.181333602,16.61784882,4555.474941,4545.564719,8071.276426,5
23.17962801,18.53391187,21.93642531,3044.082791,5110.752538,12338.6476,35.35811053,6.469421647,13.44853607,5786.494059,1848.029345,11665.59339,3
6.861249189,9.670946266,6.140120438,3369.80243,8703.718771,21112.14542,21.98805196,9.303773193,16.80988271,4133.868213,5250.013873,17381.22582,6
28.22672303,13.59345704,12.84343953,4089.058489,2937.223703,13630.08022,38.96762742,18.58098174,23.55355478,10906.00582,2500.553772,12529.17433,4
29.19463791,8.192153619,20.71693683,4046.044081,2500.807978,16616.68158,64.96416343,25.11451689,49.36990454,10291.20303,1878.6612,12867.41638,4
13.54928412,10.71367464,7.240602795,3559.89258,7448.790948,21041.91518,14.99257008,9.611153956,9.760548657,9962.417841,7693.622336,18326.17736,6
13.8398205,8.923222465,12.90838261,6563.120693,5096.560005,3226.394415,22.5469495,6.816213942,13.78422573,8175.105406,6040.470272,1599.594355,5
30.2807452,7.7335884,38.63719863,6396.570116,10801.64346,9104.700089,32.65642126,11.38748323,32.67221209,10992.12667,6595.345512,10838.04631,9
16.82101729,9.374734637,10.68818469,9957.575619,3536.925681,6761.852503,8.90826825,5.164868372,21.78389293,10079.20289,2090.250626,7166.746378,3
8.790731079,3.110902301,12.06614165,13359.66915,8966.926992,10715.51037,55.97886512,4.246992468,43.96751513,18339.73977,7988.452986,11258.18706,10
18.77653978,6.695696892,13.38010588,14844.79022,2430.487677,6291.493893,16.53009529,5.312551922,13.77351181,18908.80077,3510.41466,13651.66473,6
14.00163895,18.63189171,30.37521017,13786.39877,16979.80687,8412.720442,24.58062239,7.85227989,14.94885624,16315.41321,16463.8869,11112.15162,10
16.19470324,5.169029433,36.82982768,10635.74648,5217.668183,17675.82893,8.60095722,5.04925151,24.26970015,10880.43924,3713.746622,16561.40065,3
26.08562682,12.51569181,12.42517356,15624.13692,2023.032054,4815.882683,19.97148704,5.674311972,9.436913663,19546.65281,3491.328716,13391.70623,6
13.65497513,23.12648536,13.16528458,11888.00442,7276.358962,9034.042835,46.50044908,3.950945079,33.41752024,17470.80758,6186.265305,10757.00188,10
39.18318426,11.28816593,45.38493197,9552.802771,4025.211997,18226.78828,7.716166044,6.063090376,9.327543829,9929.667421,2286.258563,18474.08772,3
11.50116823,10.21541217,10.22129022,11096.30382,7830.570906,6196.913958,18.88105424,3.340546648,14.95951117,15839.36606,6349.179283,8661.452055,10
22.65261251,8.60465598,18.76638746,6048.472822,6191.238616,2769.806862,38.17912347,7.980227911,16.5807427,8298.055426,2733.630247,1891.70289,3
11.16975447,10.03360751,14.2495455,6192.372143,12141.98241,11674.79038,37.20824694,14.86520006,29.6366642,11303.50421,8845.408186,12284.62911,9
7.565002658,5.323680267,15.82574875,7641.75573,4236.455396,6422.812462,5.044789411,6.923347306,5.960340384,8189.613029,1480.56519,6228.745937,3
20.75393078,18.2316743,17.9269521,8116.786391,4554.574009,6289.350033,26.16219005,9.548896318,24.40151617,13664.07312,5372.462183,1860.357285,4
37.89470903,32.58585075,19.00732741,3709.377766,8112.453481,19102.54335,12.05917479,3.59781165,10.09781976,9257.520325,8772.698887,11713.55629,2
19.33869176,6.732287587,8.275744788,7704.805791,6496.151097,21382.5717,15.28219616,6.335884581,10.5178037,11270.86075,7190.518908,21479.17962,3
17.59245547,14.94216788,17.71256194,10461.32523,1317.554906,12327.80981,35.40299898,10.69564332,21.12485961,16317.65515,1976.216137,7231.856346,5
