8.643292597,5.151475013,8.990299798,3062.082201,6851.212194,23058.3992,8.643292597,5.151475013,7.366094098,4327.126175,5760.306355,14925.43936,10.38984473,3.327442866,6.283185307,2915.700406,5087.787427,15456.5438,7
10.98575456,6.50863303,6.757046811,4041.9119,4148.86833,18729.38871,10.98575456,6.50863303,10.39888379,3419.561505,4900.211528,16537.70709,28.08499674,6.522060637,6.283185307,5143.315665,5092.175879,15312.96337,6
28.60098782,25.86725829,10.30679494,3284.048229,7245.31123,28300.87352,28.60098782,25.86725829,15.35020296,2930.003732,8322.064798,21295.28761,13.6294275,5.345342045,6.283185307,3267.778672,8231.999688,21795.64595,6
24.17854765,30.82672087,8.695015151,4756.432801,2360.060304,17976.84383,24.17854765,30.82672087,10.44429426,4276.404917,5059.921145,12582.09491,14.97787772,5.928375213,6.283185307,5539.743282,4136.967197,14334.27072,5
16.82111079,7.815568444,16.57034402,6562.136799,2561.950803,23534.81054,16.82111079,7.815568444,14.92962423,3052.002072,6071.160221,20592.28849,26.04617526,7.807388072,6.283185307,5745.241784,6746.256702,18544.73233,5
22.86300129,14.87842296,12.44153956,2138.030887,8980.05756,28079.69522,22.86300129,14.87842296,15.99371733,1978.9664,9037.402119,21131.8078,20.6964325,5.781286124,6.283185307,2189.214468,8513.087474,20692.0445,6
25.27054081,17.95376448,9.009577116,4218.870908,3164.499767,17702.17085,25.27054081,17.95376448,13.25363961,2003.993675,6050.357524,13205.75261,16.26505011,5.017259664,9.424777961,3055.496596,5623.223752,14559.49616,5
27.57657971,8.02669237,17.4016895,4211.081892,2186.331376,21990.79037,27.57657971,8.02669237,13.14598382,2017.323032,6300.17762,17823.98987,28.74269173,13.74959824,18.84955592,4310.726292,7248.517774,15775.39825,5
14.50796948,9.32772936,9.792762087,8074.450582,5794.751629,23607.31006,14.50796948,9.32772936,7.287473115,5697.539926,4944.835771,15620.95523,16.53401779,4.685139078,6.283185307,5686.751224,4300.460162,16670.37487,6
18.70914451,19.95638641,11.66650008,2301.326662,4890.509054,27671.00739,18.70914451,19.95638641,14.52507552,2286.263108,8240.050361,25554.78764,12.9940721,3.021745363,6.283185307,3594.244994,7623.098776,24390.83314,7
